Datetime,Station,WY,WYClass,Inundation,WeatherCode,Tide,MicrocystisVisualRank,WaterTemperature,Secchi,Conductivity,SpCnd,pH,DO,Turbidity,SetTime,FlowMeterSpeed,FlowMeterStart,FlowMeterEnd,Flowdiff,FlowdiffAdj,Volume,VolumeAdj,ConditionCode,FieldComments,LabComments,Category,OrganismID,TaxonRank,TaxonName,LifeStage,Count,CPUE,CPUEAdj,FlagPhys,CommentPhys,FlagSamp,CommentSamp,FlagLab,CommentLab,FlagFM,CommentFM,FlagCPUE,CommentCPUE,QCFlags,QCComments
1998-02-04T10:30:00Z,SHR,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,294066,341697,47631,47631,146.302759043659,146.302759043659,NA,Extapolated counts to 30 minutes ~341697,NA,Terrestrial Insects,66,Order,Hymenoptera,NA,19,0.13,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T10:30:00Z,SHR,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,294066,341697,47631,47631,146.302759043659,146.302759043659,NA,Extapolated counts to 30 minutes ~341697,NA,Aquatic Non-Insects,2,Family,Enchytraeidae,NA,2,0.014,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T10:30:00Z,SHR,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,294066,341697,47631,47631,146.302759043659,146.302759043659,NA,Extapolated counts to 30 minutes ~341697,NA,Aquatic Insects,34,Family,Chironomidae,NA,20,0.137,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T10:30:00Z,SHR,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,294066,341697,47631,47631,146.302759043659,146.302759043659,NA,Extapolated counts to 30 minutes ~341697,NA,Terrestrial Non-Insects,58,Suborder,Araneida,NA,1,0.007,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T10:30:00Z,SHR,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,294066,341697,47631,47631,146.302759043659,146.302759043659,NA,Extapolated counts to 30 minutes ~341697,NA,Aquatic Non-Insects,9,Family,Corophiidae,NA,11,0.075,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T10:30:00Z,SHR,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,294066,341697,47631,47631,146.302759043659,146.302759043659,NA,Extapolated counts to 30 minutes ~341697,NA,Aquatic Non-Insects,14,Family,Cyprididae,NA,8,0.055,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T10:30:00Z,SHR,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,294066,341697,47631,47631,146.302759043659,146.302759043659,NA,Extapolated counts to 30 minutes ~341697,NA,Aquatic Non-Insects,90,Family,Glossoscolecidae,NA,1,0.007,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T10:30:00Z,SHR,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,294066,341697,47631,47631,146.302759043659,146.302759043659,NA,Extapolated counts to 30 minutes ~341697,NA,Terrestrial Non-Insects,59,Order,Geophilomorpha,NA,1,0.007,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T10:30:00Z,SHR,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,294066,341697,47631,47631,146.302759043659,146.302759043659,NA,Extapolated counts to 30 minutes ~341697,NA,Aquatic Insects,32,Family,Ceratopogonidae,NA,3,0.021,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T10:30:00Z,SHR,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,294066,341697,47631,47631,146.302759043659,146.302759043659,NA,Extapolated counts to 30 minutes ~341697,NA,Aquatic Non-Insects,23,Family,Dorylaimidae,NA,1,0.007,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T10:30:00Z,SHR,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,294066,341697,47631,47631,146.302759043659,146.302759043659,NA,Extapolated counts to 30 minutes ~341697,NA,Aquatic Insects,46,Family,Coenagrionidae,NA,3,0.021,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T10:30:00Z,SHR,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,294066,341697,47631,47631,146.302759043659,146.302759043659,NA,Extapolated counts to 30 minutes ~341697,NA,Terrestrial Insects,63,Order,Coleoptera,NA,2,0.014,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T10:30:00Z,SHR,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,294066,341697,47631,47631,146.302759043659,146.302759043659,NA,Extapolated counts to 30 minutes ~341697,NA,Aquatic Insects,42,Family,Ephemerellidae,NA,1,0.007,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T10:30:00Z,SHR,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,294066,341697,47631,47631,146.302759043659,146.302759043659,NA,Extapolated counts to 30 minutes ~341697,NA,Aquatic Insects,41,Family,Baetidae,NA,5,0.034,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T11:21:00Z,STTD,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,327408,369774,42366,42366,130.130853638254,130.130853638254,1,NA,NA,Terrestrial Insects,63,Order,Coleoptera,NA,56,0.43,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T11:21:00Z,STTD,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,327408,369774,42366,42366,130.130853638254,130.130853638254,1,NA,NA,Terrestrial Non-Insects,58,Suborder,Araneida,NA,4,0.031,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T11:21:00Z,STTD,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,327408,369774,42366,42366,130.130853638254,130.130853638254,1,NA,NA,Aquatic Insects,96,Family,Muscidae,NA,1,0.008,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T11:21:00Z,STTD,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,327408,369774,42366,42366,130.130853638254,130.130853638254,1,NA,NA,Terrestrial Non-Insects,68,Order,Collembola,NA,6,0.046,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T11:21:00Z,STTD,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,327408,369774,42366,42366,130.130853638254,130.130853638254,1,NA,NA,Aquatic Insects,30,Family,Dytiscidae,NA,4,0.031,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T11:21:00Z,STTD,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,327408,369774,42366,42366,130.130853638254,130.130853638254,1,NA,NA,Terrestrial Insects,71,Order,Hemiptera,NA,1,0.008,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T11:21:00Z,STTD,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,327408,369774,42366,42366,130.130853638254,130.130853638254,1,NA,NA,Terrestrial Insects,71,Order,Hemiptera,NA,2,0.015,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T11:21:00Z,STTD,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,327408,369774,42366,42366,130.130853638254,130.130853638254,1,NA,NA,Aquatic Insects,93,Family,Capniidae,NA,2,0.015,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T11:21:00Z,STTD,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,327408,369774,42366,42366,130.130853638254,130.130853638254,1,NA,NA,Aquatic Insects,34,Family,Chironomidae,NA,369,2.836,2.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T11:21:00Z,STTD,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,327408,369774,42366,42366,130.130853638254,130.130853638254,1,NA,NA,Aquatic Insects,44,Family,Corixidae,NA,2,0.015,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T11:21:00Z,STTD,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,327408,369774,42366,42366,130.130853638254,130.130853638254,1,NA,NA,Terrestrial Non-Insects,59,Order,Geophilomorpha,NA,1,0.008,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T11:21:00Z,STTD,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,327408,369774,42366,42366,130.130853638254,130.130853638254,1,NA,NA,Aquatic Insects,36,Family,Ephydridae,NA,6,0.046,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T11:21:00Z,STTD,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,327408,369774,42366,42366,130.130853638254,130.130853638254,1,NA,NA,Aquatic Non-Insects,14,Family,Cyprididae,NA,2,0.015,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T11:21:00Z,STTD,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,327408,369774,42366,42366,130.130853638254,130.130853638254,1,NA,NA,Terrestrial Insects,66,Order,Hymenoptera,NA,2,0.015,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-04T11:21:00Z,STTD,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,327408,369774,42366,42366,130.130853638254,130.130853638254,1,NA,NA,Terrestrial Insects,64,Order,Diptera,NA,1,0.008,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-11T09:22:00Z,SHR,1998,W,TRUE,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,30,Regular,723906,780310,56404,56404,173.249791545392,173.249791545392,NA,NA,NA,Aquatic Insects,34,Family,Chironomidae,NA,19,0.11,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-11T09:22:00Z,SHR,1998,W,TRUE,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,30,Regular,723906,780310,56404,56404,173.249791545392,173.249791545392,NA,NA,NA,Aquatic Insects,33,Family,Chaoboridae,NA,1,0.006,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-11T09:22:00Z,SHR,1998,W,TRUE,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,30,Regular,723906,780310,56404,56404,173.249791545392,173.249791545392,NA,NA,NA,Aquatic Non-Insects,9,Family,Corophiidae,NA,8,0.046,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-11T09:22:00Z,SHR,1998,W,TRUE,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,30,Regular,723906,780310,56404,56404,173.249791545392,173.249791545392,NA,NA,NA,Aquatic Insects,44,Family,Corixidae,NA,3,0.017,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-11T09:22:00Z,SHR,1998,W,TRUE,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,30,Regular,723906,780310,56404,56404,173.249791545392,173.249791545392,NA,NA,NA,Aquatic Insects,41,Family,Baetidae,NA,1,0.006,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-11T09:22:00Z,SHR,1998,W,TRUE,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,30,Regular,723906,780310,56404,56404,173.249791545392,173.249791545392,NA,NA,NA,Aquatic Non-Insects,4,Family,Naididae,NA,1,0.006,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-11T09:22:00Z,SHR,1998,W,TRUE,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,30,Regular,723906,780310,56404,56404,173.249791545392,173.249791545392,NA,NA,NA,Aquatic Non-Insects,4,Family,Naididae,NA,1,0.006,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-11T09:22:00Z,SHR,1998,W,TRUE,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,30,Regular,723906,780310,56404,56404,173.249791545392,173.249791545392,NA,NA,NA,Terrestrial Non-Insects,59,Order,Geophilomorpha,NA,1,0.006,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-11T09:22:00Z,SHR,1998,W,TRUE,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,30,Regular,723906,780310,56404,56404,173.249791545392,173.249791545392,NA,NA,NA,Aquatic Insects,40,Family,Caenidae,NA,1,0.006,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-11T09:22:00Z,SHR,1998,W,TRUE,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,30,Regular,723906,780310,56404,56404,173.249791545392,173.249791545392,NA,NA,NA,Aquatic Non-Insects,2,Family,Enchytraeidae,NA,2,0.012,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-11T09:22:00Z,SHR,1998,W,TRUE,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,30,Regular,723906,780310,56404,56404,173.249791545392,173.249791545392,NA,NA,NA,Terrestrial Insects,66,Order,Hymenoptera,NA,1,0.006,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-11T09:22:00Z,SHR,1998,W,TRUE,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,30,Regular,723906,780310,56404,56404,173.249791545392,173.249791545392,NA,NA,NA,Terrestrial Insects,73,Order,Lepidoptera,NA,1,0.006,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-11T09:22:00Z,SHR,1998,W,TRUE,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,30,Regular,723906,780310,56404,56404,173.249791545392,173.249791545392,NA,NA,NA,Aquatic Insects,46,Family,Coenagrionidae,NA,3,0.017,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-11T09:22:00Z,SHR,1998,W,TRUE,CLD,NA,NA,9.4,NA,NA,NA,NA,NA,NA,30,Regular,723906,780310,56404,56404,173.249791545392,173.249791545392,NA,NA,NA,Aquatic Insects,32,Family,Ceratopogonidae,NA,1,0.006,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-11T10:23:00Z,STTD,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,780309,824402,44093,44093,135.435484338184,135.435484338184,NA,NA,NA,Aquatic Insects,36,Family,Ephydridae,NA,21,0.155,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-11T10:23:00Z,STTD,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,780309,824402,44093,44093,135.435484338184,135.435484338184,NA,NA,NA,Aquatic Insects,81,Family,Hydrophilidae,NA,2,0.015,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-11T10:23:00Z,STTD,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,780309,824402,44093,44093,135.435484338184,135.435484338184,NA,NA,NA,Terrestrial Insects,71,Order,Hemiptera,NA,4,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
1998-02-11T10:23:00Z,STTD,1998,W,TRUE,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Regular,780309,824402,44093,44093,135.435484338184,135.435484338184,NA,NA,NA,Aquatic Insects,97,Family,Stratiomyidae,NA,1,0.007,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA   NA   NA   NA","NA   NA   NA   NA"
