sample_date,sample_time,datetime,station_code,event_id,depth_m,volume_received_m_l,volume_analyzed_m_l,organisims_per_ml,percent_of_sample_counted,field_of_view_mm2,slide_chamber_area_mm2,area_counted,dimension,number_of_fields_counted,factor,comments,unit_abundance,total_cells,taxon,genus,species,synonym,diatom_soft_body,colony_filament_individual_group_code,shape,gald1,gald2,gald3,biovolume_1,biovolume_2,biovolume_3,biovolume_4,biovolume_5,biovolume_6,biovolume_7,biovolume_8,biovolume_9,biovolume_10,measurement_average,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,measurement_18,measurement_19,measurement_20,measurement_21,measurement_22,measurement_23,measurement_24,measurement_25
10/30/2013,10:24:00,10/30/2013 10:24,LIS,LIS_2013-10-30 10:24:00,0,64,1,1801.719109,0.015625,0.069746499,314.159,0.348732495,NA,5,900.8595543,Low sediment.,2,2,cf. Chlamydomonas sp.,Chlamydomonas,sp.,NA,Soft Body,i,sphere,4.6,NA,NA,50.96496737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/30/2013,10:24:00,10/30/2013 10:24,LIS,LIS_2013-10-30 10:24:00,0,64,1,900.8595543,0.015625,0.069746499,314.159,0.348732495,NA,5,900.8595543,Low sediment.,1,1,Monoraphidium arcuatum,Monoraphidium,arcuatum,NA,Soft Body,i,2 cones,29.6,NA,NA,34.871649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/30/2013,10:24:00,10/30/2013 10:24,LIS,LIS_2013-10-30 10:24:00,0,64,1,1801.719109,0.015625,0.069746499,314.159,0.348732495,NA,5,900.8595543,Low sediment.,2,2,Monoraphidium minutum,Monoraphidium,minutum,NA,Soft Body,i,2 cones,7.4,NA,NA,8.71791225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/30/2013,10:24:00,10/30/2013 10:24,LIS,LIS_2013-10-30 10:24:00,0,64,1,1801.719109,0.015625,0.069746499,314.159,0.348732495,NA,5,900.8595543,Low sediment.,2,2,Plagioselmis nannoplanctica,Plagioselmis,nannoplanctica,NA,Soft Body,i,cone + half sphere,8,NA,NA,196.035216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/30/2013,10:24:00,10/30/2013 10:24,LIS,LIS_2013-10-30 10:24:00,0,64,1,900.8595543,0.015625,0.069746499,314.159,0.348732495,NA,5,900.8595543,Low sediment.,1,1,cf. Rhodomonas sp.,Rhodomonas,sp.,NA,Soft Body,i,cone + half sphere,13,NA,NA,862.7591538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/30/2013,10:24:00,10/30/2013 10:24,LIS,LIS_2013-10-30 10:24:00,0,64,1,389171.3274,0.015625,0.069746499,314.159,0.348732495,NA,5,900.8595543,Low sediment.,432,889,Chroococcus microscopicus,Chroococcus,microscopicus,NA,Soft Body,c,sphere,0.8,NA,NA,0.268082347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/30/2013,10:24:00,10/30/2013 10:24,LIS,LIS_2013-10-30 10:24:00,0,64,1,900.8595543,0.015625,0.069746499,314.159,0.348732495,NA,5,900.8595543,Low sediment.,1,4,Chroococcus minimus,Chroococcus,minimus,NA,Soft Body,c,sphere,1.8,NA,NA,3.05362548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,64.34711102,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Girdle view. Low sediment and detritus. Many broken diatoms.,1,1,Achnanthidium minutissimum,Achnanthidium,minutissimum,NA,Diatom,i,elliptic prism,10.2,NA,NA,42.61880994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,128.694222,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Low sediment and detritus. Many broken diatoms.,2,2,Achnanthidium sp.,Achnanthidium,sp.,NA,Diatom,i,elliptic prism,11.1,NA,NA,61.28692312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,193.0413331,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Low sediment and detritus. Many broken diatoms.,3,3,Aulacoseira cf. alpigena,Aulacoseira,alpigena,NA,Diatom,i,cylinder,5.6,NA,NA,91.13124272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,193.0413331,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Low sediment and detritus. Many broken diatoms.,3,3,Cocconeis placentula,Cocconeis,placentula,NA,Diatom,i,elliptic prism,18.5,NA,NA,499.9722675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,193.0413331,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Fragment. Low sediment and detritus. Many broken diatoms.,3,3,Cocconeis placentula,Cocconeis,placentula,NA,Diatom,i,elliptic prism,11.1,NA,NA,238.6964374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,450.4297771,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Low sediment and detritus. Many broken diatoms.,7,7,cf. Cyclotella sp.,Cyclotella,sp.,NA,Diatom,i,cylinder,12,NA,NA,520.247304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,64.34711102,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Low sediment and detritus. Many broken diatoms.,1,1,Cymbella turgidula,Cymbella,turgidula,NA,Diatom,i,cymbelloid,28,NA,NA,328.176494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,64.34711102,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Broken. Low sediment and detritus. Many broken diatoms.,1,1,Encyonema sp.,Encyonema,sp.,NA,Diatom,i,cymbelloid,27,NA,NA,372.9930658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,64.34711102,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Low sediment and detritus. Many broken diatoms.,1,1,Eolimna subminuscula,Eolimna,subminuscula,NA,Diatom,i,elliptic prism,10.2,NA,NA,84.75695661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,64.34711102,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Low sediment and detritus. Many broken diatoms.,1,1,Geissleria decussis,Geissleria,decussis,NA,Diatom,i,elliptic prism,22.57,NA,NA,734.5829101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,64.34711102,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Low sediment and detritus. Many broken diatoms.,1,1,cf. Karayevia sp.,Karayevia,sp.,NA,Diatom,i,elliptic prism,27.8,NA,NA,904.8030527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,64.34711102,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Low sediment and detritus. Many broken diatoms.,1,1,Navicula sp.,Navicula,sp.,NA,Diatom,i,elliptic prism,17.6,NA,NA,286.4124771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,64.34711102,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Low sediment and detritus. Many broken diatoms.,1,1,Navicula tripunctata,Navicula,tripunctata,NA,Diatom,i,elliptic prism,42.6,NA,NA,1188.425798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,64.34711102,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Low sediment and detritus. Many broken diatoms.,1,1,Nitzschia cf. agnita,Nitzschia,agnita,NA,Diatom,i,prism on parallelogram,36,NA,NA,160.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,193.0413331,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Low sediment and detritus. Many broken diatoms.,3,3,Nitzschia dissipata,Nitzschia,dissipata,NA,Diatom,i,prism on parallelogram,38.9,NA,NA,266.2705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,128.694222,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Girdle view. Low sediment and detritus. Many broken diatoms.,2,2,Nitzschia cf. sigma,Nitzschia,sigma,NA,Diatom,i,prism on parallelogram,107.4,NA,NA,1684.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,64.34711102,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Small. Low sediment and detritus. Many broken diatoms.,1,1,Nitzschia sp.,Nitzschia,sp.,NA,Diatom,i,prism on parallelogram,11.1,NA,NA,75.9795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,128.694222,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Low sediment and detritus. Many broken diatoms.,2,2,Rhoicosphenia abbreviata,Rhoicosphenia,abbreviata,NA,Diatom,i,gomphonemoid,9.3,NA,NA,229.0596101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,514.7768881,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Fragment. Low sediment and detritus. Many broken diatoms.,8,8,cf. Ulnaria sp.,Ulnaria,sp.,NA,Diatom,i,elliptic prism,5.6,NA,NA,91.13124272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,128.694222,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Low sediment and detritus. Many broken diatoms.,2,2,Chlorella sp.,Chlorella,sp.,NA,Soft Body,i,sphere,2.8,NA,NA,11.49403061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,64.34711102,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Low sediment and detritus. Many broken diatoms.,1,1,Monoraphidium arcuatum,Monoraphidium,arcuatum,NA,Soft Body,i,2 cones,44.4,NA,NA,75.32276184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,64.34711102,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Low sediment and detritus. Many broken diatoms.,1,1,Monoraphidium contortum,Monoraphidium,contortum,NA,Soft Body,i,2 cones,18.5,NA,NA,7.846121025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,64.34711102,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Low sediment and detritus. Many broken diatoms.,1,1,Cryptomonas erosa,Cryptomonas,erosa,NA,Soft Body,i,prolate spheroid,13,NA,NA,468.9189594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,128.694222,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Low sediment and detritus. Many broken diatoms.,2,2,Cryptomonas ovata,Cryptomonas,ovata,NA,Soft Body,i,prolate spheroid,20.4,NA,NA,1316.056033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,514.7768881,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Low sediment and detritus. Many broken diatoms.,8,8,Plagioselmis nannoplanctica,Plagioselmis,nannoplanctica,NA,Soft Body,i,cone + half sphere,8.5,NA,NA,264.8098571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,23937.1253,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Low sediment and detritus. Many broken diatoms.,372,913,Chroococcus microscopicus,Chroococcus,microscopicus,NA,Soft Body,c,sphere,0.8,NA,NA,0.268082347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2013,9:20:00,10/31/2013 9:20,SHR,SHR_2013-10-31 09:20:00,0,60,10,193.0413331,0.166666667,0.069746499,314.159,0.488225493,NA,7,64.34711102,Low sediment and detritus. Many broken diatoms.,3,8,Eucapsis cf. starmachii,Eucapsis,starmachii,NA,Soft Body,c,prolate spheroid,1.9,NA,NA,3.591360968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2013,9:40:00,11/5/2013 9:40,LIS,LIS_2013-11-05 09:40:00,0,63,3,300.2865181,0.047619048,0.069746499,314.159,0.348732495,NA,5,300.2865181,Fragment. Moderate sediment.,1,1,Aulacoseira sp.,Aulacoseira,sp.,NA,Diatom,i,cylinder,9.3,NA,NA,399.977814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2013,9:40:00,11/5/2013 9:40,LIS,LIS_2013-11-05 09:40:00,0,63,3,900.8595543,0.047619048,0.069746499,314.159,0.348732495,NA,5,300.2865181,Moderate sediment.,3,3,cf. Cyclotella sp.,Cyclotella,sp.,NA,Diatom,i,cylinder,5.6,NA,NA,91.13124272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2013,9:40:00,11/5/2013 9:40,LIS,LIS_2013-11-05 09:40:00,0,63,3,300.2865181,0.047619048,0.069746499,314.159,0.348732495,NA,5,300.2865181,Moderate sediment.,1,1,Nitzschia palea,Nitzschia,palea,NA,Diatom,i,prism on parallelogram,24.1,NA,NA,205.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2013,9:40:00,11/5/2013 9:40,LIS,LIS_2013-11-05 09:40:00,0,63,3,900.8595543,0.047619048,0.069746499,314.159,0.348732495,NA,5,300.2865181,Moderate sediment.,3,3,Ankistrodesmus nannoselene,Ankistrodesmus,nannoselene,NA,Soft Body,i,cylinder + 2 cones,5.6,NA,NA,18.00405959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
